issn;journal_title;oa_model;apc;year
0920-5632;Nuclear Physics B - Proceedings Supplement;Hybrid;3000;2008
0899-9007;Nutrition;Hybrid;3000;2008
0887-8994;Pediatric Neurology;Hybrid;3000;2008
0370-2693;Physics Letters B;Hybrid;3000;2008
0167-6423;Science of Computer Programming;Hybrid;3000;2008
0039-6028;Surface Science;Hybrid;3000;2008
0955-2863;The Journal of Nutritional Biochemistry;Hybrid;3000;2008
0164-1212;The Journal of Systems and Software;Hybrid;3000;2008
0304-3975;Theoretical Computer Science;Hybrid;3000;2008
0042-6989;Vision Research;Hybrid;3000;2008
0272-6386;American Journal of Kidney Disease;Hybrid;3000;2009
0889-5406;American Journal of Otolaryngology;Hybrid;3000;2009
0003-9861;Archives of Biochemistry and Biophysics;Hybrid;3000;2009
0004-3702;Artificial Intelligence;Hybrid;3000;2009
0927-6505;Astroparticle Physics;Hybrid;3000;2009
0165-4608;Cancer Genetics and Cytogenetics;Hybrid;3000;2009
0304-3835;Cancer Letters;Hybrid;3000;2009
1054-8807;Cardiovascular Pathology;Hybrid;3000;2009
1566-7367;Catalysis Communications;Hybrid;3000;2009
0143-4160;Cell Calcium;Hybrid;3000;2009
0008-8749;Cellular Immunology;Hybrid;3000;2009
0140-3664;Computer Communications;Hybrid;3000;2009
0301-4681;Differentiation;Hybrid;3000;2009
0166-218X;Discrete Applied Mathematics;Hybrid;3000;2009
1525-5050;Epilepsy and Behavior;Hybrid;3000;2009
0720-048X;European Journal of Radiology;Hybrid;3000;2009
0014-4827;Experimental Cell Research;Hybrid;3000;2009
0014-5793;FEBS Letters;Hybrid;3000;2009
0278-6915;Food and Chemical Toxicology;Hybrid;3000;2009
0378-1119;Gene;Hybrid;3000;2009
0888-7543;Genomics;Hybrid;3000;2009
0965-1748;Insect Biochemistry and Molecular Biology;Hybrid;3000;2009
0020-7519;International Journal of Parasitology;Hybrid;3000;2009
1743-9191;International Journal of Surgery;Hybrid;3000;2009
0885-064X;Journal of Complexity;Hybrid;3000;2009
0022-0000;Journal of Computer and System Sciences;Hybrid;3000;2009
1567-8326;Journal of Logic and Algebraic Programming;Hybrid;3000;2009
0022-2836;Journal of Molecular Biology;Hybrid;3000;2009
1047-8477;Journal of Structural Biology;Hybrid;3000;2009
0747-7171;Journal of Symbolic Computation;Hybrid;3000;2009
0730-725X;Magnetic Resonance Imaging;Hybrid;3000;2009
0026-0495;Metabolism;Hybrid;3000;2009
1046-2023;Methods;Hybrid;3000;2009
0166-6851;Molecular and Biochemical Parasitology;Hybrid;3000;2009
1096-7192;Molecular Genetics and Metabolism;Hybrid;3000;2009
1574-7891;Molecular Oncology;Hybrid;3000;2009
0969-9961;Neurobiology of Disease;Hybrid;3000;2009
1053-8119;NeuroImage;Hybrid;3000;2009
0168-9002;Nuclear Instruments and Methods in Physics Research Section A;Hybrid;3000;2009
0375-9474;Nuclear Physics A;Hybrid;3000;2009
0550-3213;Nuclear Physics B;Hybrid;3000;2009
0920-5632;Nuclear Physics B - Proceedings Supplement;Hybrid;3000;2009
0899-9007;Nutrition;Hybrid;3000;2009
0887-8994;Pediatric Neurology;Hybrid;3000;2009
0370-2693;Physics Letters B;Hybrid;3000;2009
0167-6423;Science of Computer Programming;Hybrid;3000;2009
0039-6028;Surface Science;Hybrid;3000;2009
0955-2863;The Journal of Nutritional Biochemistry;Hybrid;3000;2009
0164-1212;The Journal of Systems and Software;Hybrid;3000;2009
0304-3975;Theoretical Computer Science;Hybrid;3000;2009
0042-6989;Vision Research;Hybrid;3000;2009
0001-706X;Acta Tropica;Hybrid;3000;2010
0169-409X;Advanced Drug Delivery Reviews;Hybrid;3000;2010
0065-2572;Advances in Enzyme Regulation;Hybrid;3000;2010
1041-7826;Advances in Small Animal Medicine and Surgery;Hybrid;3000;2010
0309-1708;Advances in Water Resources;Hybrid;3000;2010
1568-1637;Ageing Research Reviews;Hybrid;3000;2010
0741-8329;Alcohol;Hybrid;3000;2010
0735-6757;American Journal of Emergency Medicine;Hybrid;3000;2010
0735-6757;American Journal of Kidney Diseases;Hybrid;3000;2010
0196-0709;American Journal of Otolaryngology;Hybrid;3000;2010
0003-2697;Analytical Biochemistry;Hybrid;3000;2010
0377-8401;Animal Feed Science and Technology;Hybrid;3000;2010
0378-4320;Animal Reproduction Science;Hybrid;3000;2010
0166-3542;Antiviral Research;Hybrid;3000;2010
0195-6663;Appetite;Hybrid;3000;2010
0169-4332;Applied Surface Science;Hybrid;3000;2010
0003-9861;Archives of Biochemistry and Biophysics;Hybrid;3000;2010
1644-9665;Archives of Gerontology and Geriatrics;Hybrid;3000;2010
0003-9969;Archives of Oral Biology;Hybrid;3000;2010
1467-8039;Arthropod Structure and Development;Hybrid;3000;2010
0004-3702;Artificial Intelligence;Hybrid;3000;2010
0933-3657;Artificial intelligence in Medicine;Hybrid;3000;2010
0927-6505;Astroparticle Physics;Hybrid;3000;2010
1352-2310;Atmospheric Environment;Hybrid;3000;2010
1568-9972;Autoimmunity Reviews;Hybrid;3000;2010
1566-0702;Autonomic Neuroscience: Basic and Clinical;Hybrid;3000;2010
0005-2728;BBA Bioenergetics;Hybrid;3000;2010
0005-2736;BBA Biomembranes;Hybrid;3000;2010
1874-9399;BBA Gene Regulatory Mechanisms;Hybrid;3000;2010
0304-4165;BBA General Subjects;Hybrid;3000;2010
1388-1981;BBA Molecular and Cell Biology of Lipids;Hybrid;3000;2010
0925-4439;BBA Molecular Basis of Disease;Hybrid;3000;2010
0167-4889;BBA Molecular Cell Research;Hybrid;3000;2010
1570-9639;BBA Proteins and Proteomics;Hybrid;3000;2010
0304-419X;BBA Reviews On Cancer;Hybrid;3000;2010
0166-4328;Behavioural Brain Research;Hybrid;3000;2010
0376-6357;Behavioural Processes;Hybrid;3000;2010
1521-6896;Best Practice and Research Clinical Anaesthesiology;Hybrid;3000;2010
1521-690X;Best Practice and Research Clinical Endocrinology and Metabolism;Hybrid;3000;2010
1521-6926;Best Practice and Research Clinical Haematology;Hybrid;3000;2010
1521-6942;Best Practice and Research Clinical Rheumatology;Hybrid;3000;2010
1521-6934;Best Practice in Obstetrics and Gynecology;Hybrid;3000;2010
0006-291X;Biochemical and Biophysical Research Communications;Hybrid;3000;2010
0006-2952;Biochemical Pharmacology;Hybrid;3000;2010
0300-9084;Biochimie;Hybrid;3000;2010
1049-9644;Biological Control;Hybrid;3000;2010
0301-0511;Biological Psychology;Hybrid;3000;2010
1756-2392;Bioscience Hypotheses;Hybrid;3000;2010
0303-2647;Biosystems;Hybrid;3000;2010
0734-9750;Biotechnology Advances;Hybrid;3000;2010
1079-9796;Blood Cells, Molecules, and Diseases;Hybrid;3000;2010
0268-960X;Blood Reviews;Hybrid;3000;2010
8756-3282;Bone;Hybrid;3000;2010
0006-8993;Brain Research;Hybrid;3000;2010
0361-9230;Brain Research Bulletin;Hybrid;3000;2010
0165-0173;Brain Research Reviews;Hybrid;3000;2010
0889-1591;Brain, Behavior, and Immunity;Hybrid;3000;2010
0361-090X;Cancer Detection and Prevention;Hybrid;3000;2010
0165-4608;Cancer Genetics and Cytogenetics;Hybrid;3000;2010
0304-3835;Cancer Letters;Hybrid;3000;2010
0305-7372;Cancer Treatment Reviews;Hybrid;3000;2010
0144-8617;Carbohydrate Polymers;Hybrid;3000;2010
1054-8807;Cardiovascular Pathology;Hybrid;3000;2010
1566-7367;Catalysis Communications;Hybrid;3000;2010
0143-4160;Cell Calcium;Hybrid;3000;2010
0008-8749;Cellular Immunology;Hybrid;3000;2010
0898-6568;Cellular Signalling;Hybrid;3000;2010
0008-8846;Cement and Concrete Research;Hybrid;3000;2010
0009-2797;Chemico-Biological interactions;Hybrid;3000;2010
0009-3084;Chemistry and Physics of Lipids;Hybrid;3000;2010
0009-8981;Clinica Chimica Acta;Hybrid;3000;2010
0268-0033;Clinical Biomechanics;Hybrid;3000;2010
0899-7071;Clinical Imaging;Hybrid;3000;2010
1521-6616;Clinical Immunology;Hybrid;3000;2010
0196-4399;Clinical Microbiology Newsletter;Hybrid;3000;2010
1522-8401;Clinical Pediatric Emergency Medicine;Hybrid;3000;2010
0738-081X;Clinics in Dermatology;Hybrid;3000;2010
1389-0417;Cognitive Systems Research;Hybrid;3000;2010
1095-6433;Comparative Biochemistry and Physiology Part A: Molecular and integrative Physiology;Hybrid;3000;2010
1096-4959;Comparative Biochemistry and Physiology Part B: Biochemistry and Molecular Biology;Hybrid;3000;2010
1532-0456;Comparative Biochemistry and Physiology Part C: Toxicology and Pharmacology;Hybrid;3000;2010
1744-117X;Comparative Biochemistry and Physiology Part D: Genomics and Proteomics;Hybrid;3000;2010
1359-835X;Composites Part A;Hybrid;3000;2010
0266-3538;Composites Science and Technology;Hybrid;3000;2010
0010-440X;Comprehensive Psychiatry;Hybrid;3000;2010
0140-3664;Computer Communications;Hybrid;3000;2010
0169-2607;Computer Methods and Progr in Biomed;Hybrid;3000;2010
1574-0137;Computer Science Review;Hybrid;3000;2010
0895-6111;Computerized Medical Imaging and Graphics;Hybrid;3000;2010
0098-3004;Computers and Geosciences;Hybrid;3000;2010
0010-4825;Computers in Biology and Medicine;Hybrid;3000;2010
1551-7144;Contemporary Clinical Trials;Hybrid;3000;2010
0011-2240;Cryobiology;Hybrid;3000;2010
0011-2275;Cryogenics;Hybrid;3000;2010
0147-0272;Current Problems in Cancer;Hybrid;3000;2010
0146-2806;Current Problems in Cardiology;Hybrid;3000;2010
0363-0188;Current Problems in Diagnostic Radiology;Hybrid;3000;2010
1538-5442;Current Problems in Pediatric and Adolescent Health Care;Hybrid;3000;2010
0011-3840;Current Problems in Surgery;Hybrid;3000;2010
1877-1297;Currents in Pharmacy Teaching and Learning;Hybrid;3000;2010
1043-4666;Cytokine;Hybrid;3000;2010
1359-6101;Cytokine and Growth Factor Reviews;Hybrid;3000;2010
0169-023X;Data and Knowledge Engineering;Hybrid;3000;2010
0145-305X;Developmental and Comparative Immunology;Hybrid;3000;2010
0012-1606;Developmental Biology;Hybrid;3000;2010
0732-8893;Diagnostic Microbiology and infectious Disease;Hybrid;3000;2010
0301-4681;Differentiation;Hybrid;3000;2010
0166-218X;Discrete Applied Mathematics;Hybrid;3000;2010
1568-7864;Dna Repair;Hybrid;3000;2010
0739-7240;Domestic Animal Endocrinology;Hybrid;3000;2010
1368-7646;Drug Resistance Updates;Hybrid;3000;2010
1382-6689;Environmental Toxicology and Pharmacology;Hybrid;3000;2010
0141-0229;Enzyme and Microbial Technology;Hybrid;3000;2010
1755-4365;Epidemics;Hybrid;3000;2010
1755-4365;Epidemics - The Journal of infectious Disease Dynamics;Hybrid;3000;2010
1525-5050;Epilepsy and Behavior;Hybrid;3000;2010
0920-1211;Epilepsy Research;Hybrid;3000;2010
1769-7212;European Journal of Medical Genetics;Hybrid;3000;2010
0928-0987;European Journal of Pharmaceutical Sciences;Hybrid;3000;2010
0939-6411;European Journal of Pharmaceutics and Biopharmaceutics;Hybrid;3000;2010
0014-2999;European Journal of Pharmacology;Hybrid;3000;2010
0720-048X;European Journal of Radiology;Hybrid;3000;2010
1571-4675;European Journal of Radiology Extra;Hybrid;3000;2010
0014-4800;Experimental and Molecular Pathology;Hybrid;3000;2010
0014-4827;Experimental Cell Research;Hybrid;3000;2010
0014-4835;Experimental Eye Research;Hybrid;3000;2010
0531-5565;Experimental Gerontology;Hybrid;3000;2010
0014-4886;Experimental Neurology;Hybrid;3000;2010
0014-4894;Experimental Parasitology;Hybrid;3000;2010
0014-5793;Febs Letters;Hybrid;3000;2010
1050-4648;Fish and Shellfish Immunology;Hybrid;3000;2010
0367-326X;Fitoterapia;Hybrid;3000;2010
0278-6915;Food and Chemical Toxicology;Hybrid;3000;2010
0308-8146;Food Chemistry;Hybrid;3000;2010
0956-7135;Food Control;Hybrid;3000;2010
0268-005X;Food Hydrocolloids;Hybrid;3000;2010
0740-0020;Food Microbiology;Hybrid;3000;2010
0950-3293;Food Quality and Preference;Hybrid;3000;2010
0963-9969;Food Research international;Hybrid;3000;2010
0379-0738;Forensic Science international;Hybrid;3000;2010
1875-1741;Forensic Science international Supplement Series;Hybrid;3000;2010
0891-5849;Free Radical Biology and Medicine;Hybrid;3000;2010
0091-3022;Frontiers in Neuroendocrinology;Hybrid;3000;2010
1087-1845;Fungal Genetics and Biology;Hybrid;3000;2010
0165-0114;Fuzzy Sets and Systems;Hybrid;3000;2010
0966-6362;Gait and Posture;Hybrid;3000;2010
0378-1119;Gene;Hybrid;3000;2010
1567-133X;Gene Expression Patterns;Hybrid;3000;2010
0016-6480;General and Comparative Endocrinology;Hybrid;3000;2010
0888-7543;Genomics;Hybrid;3000;2010
1672-0229;Genomics, Proteomics and Bioinformatics;Hybrid;3000;2010
0169-555X;Geomorphology;Hybrid;3000;2010
0090-8258;Gynecologic Oncology;Hybrid;3000;2010
0378-5955;Hearing Research;Hybrid;3000;2010
0018-506X;Hormones and Behavior;Hybrid;3000;2010
0019-1035;ICARUS;Hybrid;3000;2010
0165-2478;Immunology Letters;Hybrid;3000;2010
2468-0451;Infection, Genetics and Evolution;Hybrid;3000;2010
0890-5401;Information and Computation;Hybrid;3000;2010
0020-0255;Information Sciences;Hybrid;3000;2010
1466-8564;Innovative Food Science and Emerging Technologies;Hybrid;3000;2010
0965-1748;Insect Biochemistry and Molecular Biology;Hybrid;3000;2010
0958-6946;International Dairy Journal;Hybrid;3000;2010
1567-5769;International Immunopharmacology;Hybrid;3000;2010
1201-9712;International Journal for Infectious Diseases;Hybrid;3000;2010
1357-2725;International Journal of Biochemistry and Cell Biology;Hybrid;3000;2010
0141-8130;International Journal of Biological Macromolecules;Hybrid;3000;2010
0168-1605;International Journal of Food Microbiology;Hybrid;3000;2010
1386-5056;International Journal of Medical informatics;Hybrid;3000;2010
0020-7489;International Journal of Nursing Studies;Hybrid;3000;2010
0020-7519;International Journal of Parasitology;Hybrid;3000;2010
0378-5173;International Journal of Pharmaceutics;Hybrid;3000;2010
0167-8760;International Journal of Psychophysiology;Hybrid;3000;2010
1743-9191;International Journal of Surgery;Hybrid;3000;2010
2210-2612;International Journal of Surgery Case Reports;Open Access; ;2010
0896-8411;Journal of Autoimmunity;Hybrid;3000;2010
0021-9290;Journal of Biomechanics;Hybrid;3000;2010
1532-0464;Journal of Biomedical informatics;Hybrid;3000;2010
0168-1656;Journal of Biotechnology;Hybrid;3000;2010
0733-5210;Journal of Cereal Science;Hybrid;3000;2010
0891-0618;Journal of Chemical Neuroanatomy;Hybrid;3000;2010
0885-064X;Journal of Complexity;Hybrid;3000;2010
0022-0000;Journal of Computer and System Sciences;Hybrid;3000;2010
0168-3659;Journal of Controlled Release;Hybrid;3000;2010
0022-0248;Journal of Crystal Growth;Hybrid;3000;2010
0300-5712;Journal of Dentistry;Hybrid;3000;2010
1570-8667;Journal of Discrete Algorithms;Hybrid;3000;2010
1050-6411;Journal of Electromyography and Kinesiology;Hybrid;3000;2010
0378-8741;Journal of ethnopharmacology;Hybrid;3000;2010
0889-1575;Journal of Food Composition and Analysis;Hybrid;3000;2010
0260-8774;Journal of Food Engineering;Hybrid;3000;2010
1756-4646;Journal of Functional Foods;Hybrid;3000;2010
1673-8527;Journal of Genetics and Genomics;Hybrid;3000;2010
0195-6701;Journal of Hospital Infection;Hybrid;3000;2010
0047-2484;Journal of Human Evolution;Hybrid;3000;2010
0022-1759;Journal of Immunological Methods;Hybrid;3000;2010
0022-1910;Journal of insect Physiology;Hybrid;3000;2010
0022-2011;Journal of invertebrate Pathology;Hybrid;3000;2010
1567-8326;Journal of Logic and Algebraic Programming;Hybrid;3000;2010
0304-8853;Journal of Magnetism and Magnetic Materials;Hybrid;3000;2010
0167-7012;Journal of Microbiological Methods;Hybrid;3000;2010
0022-2828;Journal of Molecular and Cellular Cardiology;Hybrid;3000;2010
0022-2836;Journal of Molecular Biology;Hybrid;3000;2010
0165-5728;Journal of Neuroimmunology;Hybrid;3000;2010
0165-0270;Journal of Neuroscience Methods;Hybrid;3000;2010
1499-4046;Journal of Nutritional Biochemistry;Hybrid;3000;2010
1056-8719;Journal of Pharmacological and Toxicological Methods;Hybrid;3000;2010
0928-4257;Journal of Physiology Paris;Hybrid;3000;2010
1874-3919;Journal of Proteomics;Hybrid;3000;2010
0022-3956;Journal of Psychiatric Research;Hybrid;3000;2010
0165-0378;Journal of Reproductive Immunology;Hybrid;3000;2010
0960-0760;Journal of Steroid Biochemistry and Molecular Biology, The;Hybrid;3000;2010
1047-8477;Journal of Structural Biology;Hybrid;3000;2010
0022-4804;Journal of Surgical Research;Hybrid;3000;2010
0747-7171;Journal of Symbolic Computation;Hybrid;3000;2010
1226-3192;Journal of the Mechanical Behavior of Biomedical;Hybrid;3000;2010
0022-5193;Journal of Theoretical Biology;Hybrid;3000;2010
0306-4565;Journal of Thermal Biology;Hybrid;3000;2010
0166-0934;Journal of Virological Methods;Hybrid;3000;2010
0950-7051;Knowledge-Based Systems;Hybrid;3000;2010
0145-2126;Leukemia Research;Hybrid;3000;2010
0024-3205;Life Sciences;Hybrid;3000;2010
1871-1413;Livestock Science;Hybrid;3000;2010
0169-5002;Lung Cancer;Hybrid;3000;2010
0023-6438;Lwt - Food Science and Technology;Hybrid;3000;2010
0730-725X;Magnetic Resonance Imaging;Hybrid;3000;2010
0025-5564;Mathematical Biosciences;Hybrid;3000;2010
0945-053X;Matrix Biology;Hybrid;3000;2010
0309-1740;Meat Science;Hybrid;3000;2010
0047-6374;Mechanisms of Ageing and Development;Hybrid;3000;2010
0925-4773;Mechanisms of Development;Hybrid;3000;2010
0306-9877;Medical Hypotheses;Hybrid;3000;2010
1096-7176;Metabolic Engineering;Hybrid;3000;2010
0026-0495;Metabolism;Hybrid;3000;2010
1046-2023;Methods;Hybrid;3000;2010
0882-4010;Microbial Pathogenesis;Hybrid;3000;2010
0026-2862;Microvascular Research;Hybrid;3000;2010
0166-6851;Molecular and Biochemical Parasitology;Hybrid;3000;2010
0303-7207;Molecular and Cellular Endocrinology;Hybrid;3000;2010
1044-7431;Molecular and Cellular Neuroscience;Hybrid;3000;2010
0890-8508;Molecular and Cellular Probes;Hybrid;3000;2010
0098-2997;Molecular Aspects of Medicine;Hybrid;3000;2010
1096-7192;Molecular Genetics and Metabolism;Hybrid;3000;2010
0161-5890;Molecular Immunology;Hybrid;3000;2010
1574-7891;Molecular Oncology;Hybrid;3000;2010
1055-7903;Molecular Phylogenetics and Evolution;Hybrid;3000;2010
0027-5107;Mutation Research/Fundamental and Molecular Mechanisms of Mutagenesis;Hybrid;3000;2010
1383-5718;Mutation Research/Genetic Toxicology and Environmental Mutagenesis;Hybrid;3000;2010
1383-5742;Mutation Research/Reviews in Mutation Research;Hybrid;3000;2010
1549-9634;Nanomedicine: Nanotechnology, Biology and Medicine;Hybrid;3000;2010
0893-6080;Neural Networks;Hybrid;3000;2010
0197-4580;Neurobiology of Aging;Hybrid;3000;2010
0969-9961;Neurobiology of Disease;Hybrid;3000;2010
1074-7427;Neurobiology of Learning and Memory;Hybrid;3000;2010
0197-0186;Neurochemistry international;Hybrid;3000;2010
0925-2312;Neurocomputing;Hybrid;3000;2010
1053-8119;Neuroimage;Hybrid;3000;2010
0143-4179;Neuropeptides;Hybrid;3000;2010
0028-3908;Neuropharmacology;Hybrid;3000;2010
0028-3932;Neuropsychologia;Hybrid;3000;2010
0306-4522;Neuroscience;Hybrid;3000;2010
0149-7634;Neuroscience and Biobehavioral Reviews;Hybrid;3000;2010
0304-3940;Neuroscience Letters;Hybrid;3000;2010
0161-813X;Neurotoxicology;Hybrid;3000;2010
0892-0362;Neurotoxicology and Teratology;Hybrid;3000;2010
1871-6784;New Biotechnology;Hybrid;3000;2010
2352-0264;Newborn and infant Nursing Reviews;Hybrid;3000;2010
1089-8603;Nitric Oxide;Hybrid;3000;2010
0168-9002;Nuclear Instruments and Methods in Physics Research Section A;Hybrid;3000;2010
0969-8051;Nuclear Medicine and Biology;Hybrid;3000;2010
0375-9474;Nuclear Physics A;Hybrid;3000;2010
0550-3213;Nuclear Physics B;Hybrid;3000;2010
0920-5632;Nuclear Physics B - Proceedings Supplement;Hybrid;3000;2010
0899-9007;Nutrition;Hybrid;3000;2010
0030-3992;Optics and Laser Technology;Hybrid;3000;2010
0143-8166;Optics and Lasers in Engineering;Hybrid;3000;2010
0030-4018;Optics Communications;Hybrid;3000;2010
1368-8375;Oral Oncology;Hybrid;3000;2010
1566-1199;Organic Electronics;Hybrid;3000;2010
1526-0542;Paediatric Respiratory Reviews;Hybrid;3000;2010
1383-5769;Parasitology international;Hybrid;3000;2010
0887-8994;Pediatric Neurology;Hybrid;3000;2010
0196-9781;Peptides;Hybrid;3000;2010
0048-3575;Pesticide Biochemistry and Physiology;Hybrid;3000;2010
1043-6618;Pharmacological Research;Hybrid;3000;2010
0163-7258;Pharmacology and Therapeutics;Hybrid;3000;2010
0091-3057;Pharmacology, Biochemistry and Behavior;Hybrid;3000;2010
1569-4410;Photonics and Nanostructures - Fundamentals and Applications;Hybrid;3000;2010
0378-4371;Physica A: Statistical Mechanics and its Applications;Hybrid;3000;2010
0921-4526;Physica B: Physics of Condensed Matter;Hybrid;3000;2010
0921-4534;Physica C: Superconductivity and its applications;Hybrid;3000;2010
0167-2789;Physica D: Nonlinear Phenomena;Hybrid;3000;2010
1386-9477;Physica E: Low-dimensional Systems and Nanostructures;Hybrid;3000;2010
0375-9601;Physics Letters A;Hybrid;3000;2010
0370-2693;Physics Letters B;Hybrid;3000;2010
0031-9201;Physics of the Earth and Planetary Interiors;Hybrid;3000;2010
0031-9384;Physiology and Behavior;Hybrid;3000;2010
0032-0633;Planetary and Space Science;Hybrid;3000;2010
0147-619X;Plasmid;Hybrid;3000;2010
0032-3861;Polymer;Hybrid;3000;2010
0091-7435;Preventive Medicine;Hybrid;3000;2010
0167-5877;Preventive Veterinary Medicine;Hybrid;3000;2010
1359-5113;Process Biochemistry;Hybrid;3000;2010
0079-6107;Progress in Biophysics and Molecular Biology;Hybrid;3000;2010
0033-0620;Progress in Cardiovascular Diseases;Hybrid;3000;2010
0163-7827;Progress in Lipid Research;Hybrid;3000;2010
0301-0082;Progress in Neurobiology;Hybrid;3000;2010
0278-5846;Progress in Neuro-Psychopharmacology and Biological Psychiatry;Hybrid;3000;2010
1350-9462;Progress in Retinal and Eye Research;Hybrid;3000;2010
1098-8823;Prostaglandins and Other Lipid Mediators;Hybrid;3000;2010
1046-5928;Protein Expression and Purification;Hybrid;3000;2010
0165-1781;Psychiatry Research;Hybrid;3000;2010
1094-5539;Pulmonary Pharmacology and Therapeutics;Hybrid;3000;2010
0167-0115;Regulatory Peptides;Hybrid;3000;2010
0273-2300;Regulatory Toxicology and Pharmacology;Hybrid;3000;2010
0890-6238;Reproductive Toxicology;Hybrid;3000;2010
0034-5288;Research in Veterinary Science;Hybrid;3000;2010
1745-0454;Respiratory Medicine: Copd Update;Hybrid;3000;2010
1569-9048;Respiratory Physiology and Neurobiology;Hybrid;3000;2010
