issn;journal_title;oa_mode;apc;year
2055-1029;Health Psychology Open ;Open Access;;2018
1178-6329;Health Services Insights;Open Access;;2018
1758-1044;Health Services Management Research;Hybrid;3000;2018
2333-3928;Health Services Research & Managerial Epidemiology;Open Access;;2018
1461-7196;Health: An Interdisciplinary Journal;Hybrid;3000;2018
2352-3883;Healthcare Management Forum;Hybrid;3000;2018
2167-5112;HERD: Health Environments Research & Design Journal;Hybrid;3000;2018
1361-6412;High Performance Polymers;Hybrid;3000;2018
2348-5779;Higher Education for the Future;Hybrid;3000;2018
1724-6067;HIP International;Hybrid;3000;2018
1938-8993;Hispanic Health Care International;Hybrid;3000;2018
1552-6364;Hispanic Journal of Behavioral Sciences;Hybrid;3000;2018
2249-5312;History and Sociology of South Asia;Hybrid;3000;2018
1740-2360;History of Psychiatry;Hybrid;3000;2018
1753-8564;History of Science;Hybrid;3000;2018
1461-720X;History of the Human Sciences;Hybrid;3000;2018
1477-0911;Holocene, The;Hybrid;3000;2018
1552-6739;Home Health Care Management & Practice;Hybrid;3000;2018
1552-6720;Homicide Studies;Hybrid;3000;2018
2309-5407;Hong Kong Journal of Emergency Medicine;Open Access;;2018
1876-4398;Hong Kong Journal of Occupational Therapy;Open Access;;2018
1945-1253;Hospital Pharmacy;Hybrid;3000;2018
1477-0903;Human & Experimental Toxicology;Hybrid;3000;2018
1547-8181;Human Factors;Hybrid;1500;2018
1741-282X;Human Relations;Hybrid;3000;2018
1552-6712;Human Resource Development Review;Hybrid;3000;2018
2372-9708;Humanity & Society;Hybrid;3000;2018
1745-2651;IFLA Journal;Hybrid;3000;2018
2321-029X;IIM Kozhikode Society & Management Review;Hybrid;3000;2018
1552-6968;Illness, Crisis & Loss;Hybrid;3000;2018
2162-271X;ILR Review;Hybrid;3000;2018
1541-4477;Imagination, Cognition and Personality;Hybrid;3000;2018
N/A;IMechE Journals Collection;Hybrid;3000;2018
1178-6345;Immunology and Immunogenetics Insights;Open Access;;2018
1475-7583;Improving Schools;Hybrid;3000;2018
0975-2684;India Quarterly: A Journal of International Affairs;Hybrid;3000;2018
0973-0893;Indian Economic and Social History Review;Hybrid;3000;2018
0975-5977;Indian Historical Review, The;Hybrid;3000;2018
1179-9161;Indian Journal of Clinical Medicine;Open Access;;2018
2454-2482;Indian Journal of Corporate Governance;Hybrid;3000;2018
0973-0672;Indian Journal of Gender Studies;Hybrid;3000;2018
2456-480X;Indian Journal of Human Development;Hybrid;3000;2018
2456-480X;Indian Journal of Public Administration;Hybrid;3000;2018
1423-0070;Indoor and Built Environment;Hybrid;3000;2018
2043-6858;Industry & Higher Education;Hybrid;3000;2018
1178-6337;Infectious Diseases: Research and Treatment;Open Access;;2018
1741-6469;Information Development;Hybrid;3000;2018
1473-8724;Information Visualization;Hybrid;3000;2018
1753-4267;Innate Immunity;Hybrid;3000;2018
1753-4267;Innate Immunity;Open Access;;2018
1945-7243;Inquiry ;Open Access;;2018
0976-3465;Insight on Africa;Hybrid;3000;2018
1552-695X;Integrative Cancer Therapies;Open Access;;2018
1177-3936;Integrative Medicine Insights;Open Access;;2018
2049-1123;International Area Studies Review;Hybrid;3000;2018
2396-9407;International Bulletin of Mission Research;Hybrid;3000;2018
1748-0493;International Communication Gazette;Hybrid;3000;2018
1556-3855;International Criminal Justice Review;Hybrid;3000;2018
1729-8814;International Journal of Advanced Robotic Systems;Open Access;;2018
2048-4003;International Journal of Aeroacoustics;Hybrid;3000;2018
2048-3988;International Journal of Architectural Computing;Hybrid;3000;2018
1724-6040;International Journal of Artificial Organs;Hybrid;3000;2018
1464-0651;International Journal of Behavioral Development;Hybrid;3000;2018
1756-6878;International Journal of Bilingualism;Hybrid;3000;2018
2329-4892;International Journal of Business Communication;Hybrid;3000;2018
2053-4353;International Journal of Care Coordination;Hybrid;3000;2018
2056-998X;International Journal of Christianity & Education;Hybrid;3000;2018
1745-2554;International Journal of Comparative Sociology;Hybrid;3000;2018
1741-2838;International Journal of Cross Cultural Management;Hybrid;3000;2018
1460-356X;International Journal of Cultural Studies;Hybrid;3000;2018
1530-7921;International Journal of Damage Mechanics;Hybrid;3000;2018
2047-9468;International Journal Of Discrimination And The Law;Hybrid;3000;2018
1550-1477;International Journal of Distributed Sensor Networks;Open Access;;2018
2050-4578;International Journal of Electrical Engineering Education;Hybrid;3000;2018
2041-3149;International Journal of Engine Research;Hybrid;3000;2018
1847-9790;International Journal of Engineering Business Management;Open Access;;2018
1740-5572;International Journal of Evidence and Proof;Hybrid;3000;2018
1541-4469;International Journal of Health Services;Hybrid;3000;2018
1741-2846;International Journal of High Performance Computing Applications;Hybrid;3000;2018
2058-7384;International Journal of Immunopathology and Pharmacology;Open Access;;2018
1179-5433;International Journal of Insect Science;Open Access;;2018
1552-6941;International Journal of Lower Extremity Wounds, The;Hybrid;3000;2018
2052-7756;International Journal of Maritime History;Hybrid;3000;2018
2515-2173;International Journal of Market Research;Hybrid;3000;2018
2050-4586;International Journal of Mechanical Engineering Education;Hybrid;3000;2018
1756-8307;International Journal of Micro Air Vehicles;Hybrid;3000;2018
1756-8307;International Journal of Micro Air Vehicles;Open Access;;2018
1744-795X;International Journal of Music Education;Hybrid;3000;2018
1759-314X;International Journal of Ocean and Climate Systems;Open Access;;2018
1552-6933;International Journal of Offender Therapy and Comparative Criminology;Hybrid;3000;2018
1478-1603;International Journal of Police Science and Management;Hybrid;3000;2018
1940-1620;International Journal of Press/Politics, The;Hybrid;3000;2018
2041-420X;International Journal of Protective Structures;Hybrid;3000;2018
1609-4069;International Journal of Qualitative Methods;Open Access;;2018
1741-3176;International Journal of Robotics Research;Hybrid;3000;2018
0973-0680;International Journal of Rural Management;Hybrid;3000;2018
1741-2854;International Journal of Social Psychiatry;Hybrid;3000;2018
2059-8033;International Journal of Space Structures;Hybrid;3000;2018
2048-397X;International Journal of Sports Science & Coaching;Hybrid;3000;2018
1756-8285;International Journal of Spray and Combustion Dynamics;Hybrid;3000;2018
1756-8285;International Journal of Spray and Combustion Dynamics;Open Access;;2018
1758-1052;International Journal of STD and AIDS;Hybrid;3000;2018
1747-4949;International Journal of Stroke;Hybrid;3000;2018
1940-2465;International Journal of Surgical Pathology;Hybrid;3000;2018
1092-874X;International Journal of Toxicology;Hybrid;3000;2018
1178-6469;International Journal of Tryptophan Research;Open Access;;2018
2052-465X;International Journal: Canada’s Journal of Global Policy Analysis;Hybrid;3000;2018
1747-7379;International Migration Review;Hybrid;3000;2018
1460-373X;International Political Science Review/ Revue internationale de science politique;Hybrid;3000;2018
1541-3519;International Quarterly of Community Health Education;Hybrid;3000;2018
1552-6925;International Regional Science Review;Hybrid;3000;2018
1741-2862;International Relations;Hybrid;3000;2018
1461-7218;International Review for the Sociology of Sport;Hybrid;3000;2018
1461-7226;International Review of Administrative Sciences;Hybrid;3000;2018
2047-9433;International Review Of Victimology;Hybrid;3000;2018
1741-2870;International Small Business Journal;Hybrid;3000;2018
1461-7234;International Social Work;Hybrid;3000;2018
1461-7242;International Sociology;Hybrid;3000;2018
0973-0702;International Studies;Hybrid;3000;2018
2159-340X;Interpretation;Hybrid;3000;2018
1538-4810;Intervention in School and Clinic;Hybrid;3000;2018
2385-2011;Interventional Neuroradiology;Hybrid;3000;2018
2041-6695;i-Perception;Open Access;;2018
2050-4918;Irish Economic and Social History;Hybrid;3000;2018
2050-5280;Irish Journal of Sociology;Hybrid;3000;2018
1752-4989;Irish Theological Quarterly;Hybrid;3000;2018
2349-0047;Jadavpur Journal of International Relations;Hybrid;3000;2018
1179-0660;Japanese Clinical Medicine;Open Access;;2018
1548-5129;JDMS: The Journal of Defense Modeling and Simulation: Applications, Methodology, Technology;Hybrid;3000;2018
2380-0852;JDR Clinical & Translational Research;Hybrid;3000;2018
2321-0311;Jindal Journal of Business Research;Hybrid;3000;2018
2162-9501;Journal for the Education of the Gifted;Hybrid;3000;2018
1753-8556;Journal for the History of Astronomy;Hybrid;3000;2018
1745-5294;Journal for the Study of the New Testament;Hybrid;3000;2018
1476-6728;Journal for the Study of the Old Testament;Hybrid;3000;2018
1745-5286;Journal for the Study of the Pseudepigrapha;Hybrid;3000;2018
1544-3175;Journal for Vascular Ultrasound;Hybrid;3000;2018
2160-4061;Journal of Accounting, Auditing & Finance;Hybrid;3000;2018
1552-6895;Journal of Adolescent Research;Hybrid;3000;2018
1479-7194;Journal of Adult and Continuing Education;Hybrid;3000;2018
2162-9536;Journal of Advanced Academics;Hybrid;3000;2018
2229-4120;Journal of Advanced Oral Research;Hybrid;3000;2018
2516-1873;Journal of Advertising Education;Hybrid;3000;2018
1552-6887;Journal of Aging and Health;Hybrid;3000;2018
1748-3026;Journal of Algorithms and Computational Technology;Hybrid;3000;2018
1748-3026;Journal of Algorithms and Computational Technology;Open Access;;2018
1552-6879;Journal of Applied Behavioral Science, The;Hybrid;3000;2018
2280-8000;Journal of Applied Biomaterials & Functional Materials;Hybrid;3000;2018
1552-4523;Journal of Applied Gerontology;Hybrid;3000;2018
1937-0245;Journal of Applied Social Science;Hybrid;3000;2018
1745-2538;Journal of Asian and African Studies;Hybrid;3000;2018
2349-0039;Journal of Asian Security and International Affairs;Hybrid;3000;2018
1557-1246;Journal of Attention Disorders;Hybrid;3000;2018
1530-8030;Journal of Bioactive and Compatible Polymers;Hybrid;3000;2018
1552-4531;Journal of Biological Rhythms;Hybrid;3000;2018
1530-8022;Journal of Biomaterials Applications;Hybrid;3000;2018
1552-4558;Journal of Black Psychology;Hybrid;3000;2018
1552-4566;Journal of Black Studies;Hybrid;3000;2018
1744-2583;Journal of Building Physics;Hybrid;3000;2018
1552-4574;Journal of Business and Technical Communication;Hybrid;3000;2018
1940-4034;Journal of Cardiovascular Pharmacology and Therapeutics;Hybrid;3000;2018
1552-4590;Journal of Career Assessment;Hybrid;3000;2018
1556-0856;Journal of Career Development;Hybrid;3000;2018
1555-4589;Journal of Cases in Educational Leadership;Hybrid;3000;2018
1179-0660;Journal of Cell Death;Open Access;;2018
1530-7999;Journal of Cellular Plastics;Hybrid;3000;2018
1179-5735;Journal of Central Nervous System Disease;Open Access;;2018
1559-7016;Journal of Cerebral Blood Flow & Metabolism;Hybrid;3000;2018
1741-2889;Journal of Child Health Care;Hybrid;3000;2018
1708-8283;Journal of Child Neurology;Hybrid;3000;2018
2513-8510;Journal of Chinese Writing Systems;Hybrid;3000;2018
1849-4544;Journal of Circulating Biomarkers;Open Access;;2018
1741-2897;Journal of Classical Sociology;Hybrid;3000;2018
2051-4166;Journal of Clinical Urology;Hybrid;3000;2018
2169-5032;Journal of Cognitive Engineering and Decision Making;Hybrid;1500;2018
1541-4167;Journal of College Student Retention: Research, Theory & Practice;Hybrid;3000;2018
1741-6442;Journal of Commonwealth Literature, The;Hybrid;3000;2018
1552-4612;Journal of Communication Inquiry;Hybrid;3000;2018
2235-042X;Journal of Comorbidity;Open Access;;2018
1530-793X;Journal of Composite Materials;Hybrid;3000;2018
2059-7002;Journal of Concussion;Open Access;;2018
1552-8766;Journal of Conflict Resolution;Hybrid;3000;2018
1741-2900;Journal of Consumer Culture;Hybrid;3000;2018
1552-5406;Journal of Contemporary Criminal Justice;Hybrid;3000;2018
1552-5414;Journal of Contemporary Ethnography;Hybrid;3000;2018
1461-7250;Journal of Contemporary History;Hybrid;3000;2018
1940-5200;Journal of Correctional Health Care;Hybrid;3000;2018
2454-213X;Journal of Creating Value;Hybrid;3000;2018
0973-2594;Journal of Creative Communications;Hybrid;3000;2018
1740-5580;Journal of Criminal Law;Hybrid;3000;2018
1552-5422;Journal of Cross-Cultural Psychology;Hybrid;3000;2018
1615-7109;Journal of Cutaneous Medicine and Surgery;Hybrid;3000;2018
1544-0591;Journal of Dental Research;Hybrid;3000;2018
1745-2546;Journal of Developing Societies;Hybrid;3000;2018
2455-4953;Journal of Development Policy and Practice;Hybrid;3000;2018
1932-2968;Journal of Diabetes Science and Technology;Hybrid;3000;2018
1552-5430;Journal of Diagnostic Medical Sonography;Hybrid;3000;2018
1538-4802;Journal of Disability Policy Studies;Hybrid;3000;2018
1541-4159;Journal of Drug Education: Substance Abuse Research and Prevention;Hybrid;3000;2018
1945-1369;Journal of Drug Issues;Hybrid;3000;2018
1552-5449;Journal of Early Adolescence, The;Hybrid;3000;2018
1741-2919;Journal of Early Childhood Literacy;Hybrid;3000;2018
1741-2927;Journal of Early Childhood Research;Hybrid;3000;2018
2154-3992;Journal of Early Intervention;Hybrid;3000;2018
2515-5741;Journal of Education;Hybrid;3000;2018
0973-4074;Journal of Education for Sustainable Development;Hybrid;3000;2018
1935-1054;Journal of Educational and Behavioral Statistics;Hybrid;1000;2018
1541-4140;Journal of Educational Computing Research;Hybrid;3000;2018
1541-3810;Journal of Educational Technology Systems;Hybrid;3000;2018
2514-0582;Journal of Egyptian Archaeology;Hybrid;3000;2018
1530-8006;Journal of Elastomers and Plastics;Hybrid;3000;2018
0973-0710;Journal of Emerging Market Finance;Hybrid;3000;2018
1538-4799;Journal of Emotional and Behavioral Disorders;Hybrid;3000;2018
1556-2654;Journal of Empirical Research on Human Research Ethics;Hybrid;3000;2018
2284-0273;Journal of Endometriosis and Pelvic Pain Disorders;Hybrid;3000;2018
1545-1550;Journal of Endovascular Therapy;Hybrid;3000;2018
1552-5457;Journal of English Linguistics;Hybrid;3000;2018
0973-0745;Journal of Entrepreneurship;Hybrid;3000;2018
2394-9945;Journal of Entrepreneurship and Innovation in Emerging Economies;Hybrid;3000;2018
1552-5465;Journal of Environment & Development, The;Hybrid;3000;2018
1461-7269;Journal of European Social Policy;Hybrid;3000;2018
1740-2379;Journal of European Studies;Hybrid;3000;2018
2156-5899 ;Journal of Evidence-Based Complementary & Alternative Medicine;Open Access;;2018
2169-009X;Journal of Experiential Education;Hybrid;3000;2018
1179-0695;Journal of Experimental Neuroscience;Open Access;;2018
2043-8087;Journal of Experimental Psychopathology;Open Access;;2018
1552-5473;Journal of Family History;Hybrid;3000;2018
1552-5481;Journal of Family Issues;Hybrid;3000;2018
1552-549X;Journal of Family Nursing;Hybrid;3000;2018
1532-2750;Journal of Feline Medicine and Surgery;Hybrid;3000;2018
2055-1169;Journal of Feline Medicine and Surgery Open Reports;Open Access;;2018
1530-8049;Journal of Fire Sciences;Hybrid;3000;2018
2398-9084;Journal of General Management;Hybrid;3000;2018
1741-7090;Journal of Generic Medicines;Hybrid;3000;2018
1552-5708;Journal of Geriatric Psychiatry and Neurology;Hybrid;3000;2018
2043-6289;Journal of Hand Surgery (European Volume);Hybrid;3000;2018
0973-0729;Journal of Health Management;Hybrid;3000;2018
1461-7277;Journal of Health Psychology;Hybrid;3000;2018
1758-1060;Journal of Health Services Research and Policy;Hybrid;3000;2018
2456-4796;Journal of Heritage Management;Hybrid;3000;2018
1552-5716;Journal of Hispanic Higher Education;Hybrid;3000;2018
1551-5044;Journal of Histochemistry & Cytochemistry;Hybrid;1200;2018
2328-2525;Journal of Historical Research in Music Education;Hybrid;3000;2018
1552-5724;Journal of Holistic Nursing;Hybrid;3000;2018
1557-7554;Journal of Hospitality & Tourism Research;Hybrid;3000;2018
1552-5732;Journal of Human Lactation;Hybrid;3000;2018
0973-0737;Journal of Human Values;Hybrid;3000;2018
1552-650X;Journal of Humanistic Psychology;Hybrid;3000;2018
2326-4594;Journal of Inborn Errors of Metabolism and Screening (JIEMS);Open Access;;2018
1472-9296;Journal of Industrial Relations;Hybrid;3000;2018
1530-8057;Journal of Industrial Textiles;Hybrid;3000;2018
1757-1782;Journal of Infection Prevention;Hybrid;3000;2018
1741-6485;Journal of Information Science;Hybrid;3000;2018
0975-5969;Journal of Infrastructure Development;Hybrid;3000;2018
1744-6309;Journal of Intellectual Disabilities;Hybrid;3000;2018
1530-8138;Journal of Intelligent Material Systems and Structures;Hybrid;3000;2018
1525-1489;Journal of Intensive Care Medicine;Hybrid;3000;2018
2321-5305;Journal of Interdisciplinary Economics;Hybrid;3000;2018
1473-2300;Journal of International Medical Research;Hybrid;3000;2018
1473-2300;Journal of International Medical Research ;Open Access;;2018
1755-1722;Journal of International Political Theory;Hybrid;3000;2018
1552-6518;Journal of Interpersonal Violence;Hybrid;3000;2018
2324-7096;Journal of Investigative Medicine High Impact Case Reports ;Open Access;;2018
2321-7464;Journal of Land and Rural Studies;Hybrid;3000;2018
1552-6526;Journal of Language and Social Psychology;Hybrid;3000;2018
1748-720X;Journal of Law, Medicine & Ethics;Hybrid;3000;2018
1939-7089;Journal of Leadership & Organizational Studies;Hybrid;3000;2018
1538-4780;Journal of Learning Disabilities;Hybrid;3000;2018
1741-6477;Journal of Librarianship and Information Science;Hybrid;3000;2018
1554-8430;Journal of Literacy Research;Hybrid;3000;2018
2048-4046;Journal of Low Frequency Noise, Vibration and Active Control;Hybrid;3000;2018
2048-4046;Journal of Low Frequency Noise, Vibration and Active Control;Open Access;;2018
1552-6534;Journal of Macromarketing;Hybrid;3000;2018
1557-1211;Journal of Management;Hybrid;3000;2018
1552-6658;Journal of Management Education;Hybrid;3000;2018
1552-6542;Journal of Management Inquiry;Hybrid;3000;2018
1552-6550;Journal of Marketing Education;Hybrid;3000;2018
1460-3586;Journal of Material Culture;Hybrid;3000;2018
1758-1087;Journal of Medical Biography;Hybrid;3000;2018
2382-1205;Journal of Medical Education and Curricular Development;Open Access;;2018
1745-7912;Journal of Medical Marketing;Hybrid;3000;2018
1475-5793;Journal of Medical Screening;Hybrid;3000;2018
1558-6901;Journal of Mixed Methods Research;Hybrid;3000;2018
1945-0079;Journal of Music Teacher Education;Hybrid;3000;2018
1751-6552;Journal of Near Infrared Spectroscopy;Hybrid;3000;2018
1477-092X;Journal of Oncology Pharmacy Practice;Hybrid;3000;2018
2399-3707;Journal of Onco-Nephrology;Hybrid;3000;2018
2516-6018;Journal of Operations and Strategic Planning;Hybrid;3000;2018
2309-4990;Journal of Orthopaedic Surgery;Open Access;;2018
2369-5293;Journal of Palliative Care;Hybrid;3000;2018
2167-776X;Journal of Pastoral Care & Counseling;Hybrid;3000;2018
2374-3743;Journal of Patient Experience;Open Access;;2018
2516-0443;Journal of Patient Safety and Risk Management;Hybrid;3000;2018
1460-3578;Journal of Peace Research;Hybrid;3000;2018
1532-8457;Journal of Pediatric Oncology Nursing;Hybrid;3000;2018
2515-7949;Journal of Perioperative Practice;Hybrid;3000;2018
1531-1937;Journal of Pharmacy Practice;Hybrid;3000;2018
1549-4810;Journal of Pharmacy Technology;Hybrid;3000;2018
1552-6577;Journal of Planning Education and Research;Hybrid;3000;2018
1552-6585;Journal of Planning History;Hybrid;3000;2018
1552-6593;Journal of Planning Literature;Hybrid;3000;2018
1530-8014;Journal of Plastic Film and Sheeting;Hybrid;3000;2018
1538-4772;Journal of Positive Behavior Interventions;Hybrid;3000;2018
2150-1327;Journal of Primary Care & Community Health;Open Access;;2018
2475-5311;Journal of Psoriasis and Psoriatic Arthritis;Hybrid;3000;2018
1557-5144;Journal of Psychoeducational Assessment;Hybrid;3000;2018
2328-1162;Journal of Psychology and Theology;Hybrid;3000;2018
1461-7285;Journal of Psychopharmacology;Hybrid;3000;2018
2055-6683;Journal of Rehabilitation and Assistive Technologies Engineering;Open Access;;2018
1530-7964;Journal of Reinforced Plastics and Composites;Hybrid;3000;2018
1552-731X;Journal of Research in Crime and Delinquency;Hybrid;3000;2018
1741-2943;Journal of Research in International Education;Hybrid;3000;2018
1945-0095;Journal of Research in Music Education;Hybrid;3000;2018
1744-988X;Journal of Research in Nursing;Hybrid;3000;2018
1942-7751;Journal of Research on Leadership Education;Hybrid;3000;2018
1530-7972;Journal of Sandwich Structures and Materials;Hybrid;3000;2018
1546-8364;Journal of School Nursing;Hybrid;3000;2018
2397-1991;Journal of Scleroderma and Related Disorders;Hybrid;3000;2018
1552-7379;Journal of Service Research;Hybrid;3000;2018
2471-5492;Journal of Shoulder and Elbow Anthroplasty;Open Access;;2018
1460-3608;Journal of Social and Personal Relationships;Hybrid;3000;2018
1741-2951;Journal of Social Archaeology;Hybrid;3000;2018
2516-6123;Journal of Social Inclusion Studies;Hybrid;3000;2018
1741-296X;Journal of Social Work;Hybrid;3000;2018
1741-2978;Journal of Sociology;Hybrid;3000;2018
0973-1733;Journal of South Asian Development;Hybrid;3000;2018
2381-3121;Journal of Special Education Technology;Hybrid;3000;2018
1538-4764;Journal of Special Education, The;Hybrid;3000;2018
2328-1030;Journal of Spiritual Formation and Soul Care;Hybrid;3000;2018
1552-7638;Journal of Sport and Social Issues;Hybrid;3000;2018
1552-7794;Journal of Sports Economics;Hybrid;3000;2018
2041-3130;Journal of Strain Analysis for Engineering Design, The;Hybrid;3000;2018
2055-5644;Journal of Strategic Contracting and Negotiation;Hybrid;3000;2018
1552-7808;Journal of Studies in International Education;Hybrid;3000;2018
1552-7816;Journal of Teacher Education;Hybrid;3000;2018
1541-3780;Journal of Technical Writing and Communication;Hybrid;3000;2018
1758-1109;Journal of Telemedicine and Telecare;Hybrid;3000;2018
2515-2211;Journal of Textiles and Fibrous Materials;Open Access;;2018
1532-5725;Journal of the American Psychiatric Nurses Association;Hybrid;3000;2018
1941-2460;Journal of the American Psychoanalytic Association;Hybrid;3000;2018
2325-9582;Journal of the International Association of Providers of AIDS Care;Open Access;;2018
1752-8976;Journal of the Renin-Angiotensin-Aldosterone System;Open Access;;2018
1758-1095;Journal of the Royal Society of Medicine;Hybrid;3000;2018
1460-3667;Journal of Theoretical Politics;Hybrid;3000;2018
1530-7980;Journal of Thermoplastic Composite Materials;Hybrid;3000;2018
2041-7314;Journal of Tissue Engineering;Open Access;;2018
1552-7832;Journal of Transcultural Nursing;Hybrid;3000;2018
1552-7840;Journal of Transformative Education;Hybrid;3000;2018
1759-3999;Journal of Transport History;Hybrid;3000;2018
1552-6763;Journal of Travel Research;Hybrid;3000;2018
1552-6771;Journal of Urban History;Hybrid;3000;2018
1479-1870;Journal of Vacation Marketing;Hybrid;3000;2018
1724-6032;Journal of Vascular Access;Hybrid;3000;2018
2470-4083;Journal of Veterinary Dentistry;Hybrid;3000;2018
1943-4936;Journal of Veterinary Diagnostic Investigation;Hybrid;3000;2018
1741-2986;Journal of Vibration and Control;Hybrid;3000;2018
2516-6077;Journal of Victimology and Victim Justice;Hybrid;3000;2018
1741-2994;Journal of Visual Culture;Hybrid;3000;2018
2474-1272;Journal of VitreoRetinal Diseases;Hybrid;3000;2018
2330-2488;Journal on Migration and Human Security;Open Access;;2018
1741-3001;Journalism;Hybrid;3000;2018
2161-4342;Journalism & Communication Monographs;Hybrid;3000;2018
2161-4326;Journalism & Mass Communication Educator;Hybrid;3000;2018
2161-430X;Journalism & Mass Communication Quarterly;Hybrid;3000;2018
2048-0040;JRSM Cardiovascular Disease;Open Access;;2018
2054-2704;JRSM Open;Open Access;;2018
1942-8022;Justice Research and Policy;Hybrid;3000;2018
1538-9758;Labor Studies Journal;Hybrid;3000;2018
1758-1117;Laboratory Animals;Hybrid;3000;2018
1756-6053;Language & Speech;Hybrid;3000;2018
1461-7293;Language and Literature;Hybrid;3000;2018
1477-0954;Language Teaching Research;Hybrid;3000;2018
1477-0946;Language Testing;Hybrid;3000;2018
1552-678X;Latin American Perspectives;Hybrid;3000;2018
1743-9752;Law, Culture and the Humanities;Hybrid;3000;2018
1742-7169;Leadership;Hybrid;3000;2018
2168-376X;Learning Disability Quarterly;Hybrid;3000;2018
1477-0938;Lighting Research & Technology;Hybrid;3000;2018
1178-6353;Lipid Insights;Open Access;;2018
2381-3377;Literacy Research: Theory, Method, and Practice;Hybrid;3000;2018
2050-4594;Literature and History;Hybrid;3000;2018
1470-9325;Local Economy;Hybrid;3000;2018
1477-0962;Lupus;Hybrid;3000;2018
2399-5548;Maastricht Journal of European and Comparative Law;Hybrid;3000;2018
1178-623X;Magnetic Resonance Insights;Open Access;;2018
2321-0710;Management and Labour Studies;Hybrid;3000;2018
1552-6798;Management Communication Quarterly;Hybrid;3000;2018
1741-9883;Management in Education;Hybrid;3000;2018
1461-7307;Management Learning;Hybrid;3000;2018
0973-8029;Margin - The Journal of Applied Economic Research;Hybrid;3000;2018
1741-301X;Marketing Theory;Hybrid;3000;2018
1741-3028;Mathematics & Mechanics of Solids;Hybrid;3000;2018
2381-4683 ;MDM Policy & Practice;Open Access;;2018
2051-8730;Measurement and Control;Hybrid;3000;2018
2051-8730;Measurement and Control;Open Access;;2018
2200-467X;Media International Australia;Hybrid;3000;2018
1460-3675;Media, Culture & Society;Hybrid;3000;2018
1750-6360;Media, War & Conflict;Hybrid;3000;2018
1552-6801;Medical Care Research and Review;Hybrid;3000;2018
1552-681X;Medical Decision Making;Hybrid;1500;2018
1178-637X;Medical Equipment Insights;Open Access;;2018
2047-9441;Medical Law International;Hybrid;3000;2018
2399-2026;Medicine Access @ Point of Care;Open Access;;2018
2042-1818;Medicine, Science and the Law;Hybrid;3000;2018
2042-1834;Medico-Legal Journal;Hybrid;3000;2018
0973-0753;Medieval History Journal;Hybrid;3000;2018
1750-6999;Memory Studies;Hybrid;3000;2018
1552-6828;Men and Masculinities;Hybrid;3000;2018
2348-9324;Metamorphosis: A Journal of Management Research;Hybrid;3000;2018
2059-7991;Methodological Innovations;Open Access;;2018
1178-6361;Microbiology Insights;Open Access;;2018
2321-7081;Millennial Asia;Hybrid;3000;2018
1477-9021;Millennium: Journal of International Studies;Hybrid;3000;2018
2051-3623;Missiology: An International Review;Hybrid;3000;2018
2050-1587;Mobile Media & Communication;Hybrid;3000;2018
1552-6836;Modern China;Hybrid;3000;2018
1536-0121;Molecular Imaging;Open Access;;2018
1744-8069;Molecular Pain;Open Access;;2018
1477-0970;Multiple Sclerosis Journal;Hybrid;3000;2018
2055-2173;Multiple Sclerosis Journal - Experimental, Translational and Clinical;Open Access;;2018
2059-2043;Music & Science;Open Access;;2018
1945-0087;Music Educators Journal;Hybrid;3000;2018
2045-4147;Musicae Scientiae;Hybrid;3000;2018
1849-5435;Nanobiomedicine;Open Access;;2018
1847-9804;Nanomaterials and Nanotechnology;Open Access;;2018
1942-6038;NASN School Nurse;Hybrid;3000;2018
1930-1405;NASSP Bulletin;Hybrid;3000;2018
1741-3036;National Institute Economic Review;Hybrid;3000;2018
2059-3007;Nephrology @ Point of Care;Open Access;;2018
2214-7357;Netherlands Quarterly of Human Rights;Hybrid;3000;2018
1941-8752;Neurohospitalist, The;Hybrid;3000;2018
1552-6844;Neurorehabilitation and Neural Repair;Hybrid;3000;2018
1089-4098;Neuroscientist, The;Hybrid;3000;2018
2399-293X;New Journal of European Criminal Law;Hybrid;3000;2018
1557-2978;New Labor Forum;Hybrid;3000;2018
1461-7315;New Media & Society;Hybrid;3000;2018
1541-3772;NEW SOLUTIONS: A Journal of Environmental and Occupational Health Policy;Hybrid;3000;2018
2376-4791;Newspaper Research Journal;Hybrid;3000;2018
2048-2906;Nineteenth Century Theatre and Film;Hybrid;3000;2018
1756-2708;NIR News;Hybrid;3000;2018
2048-4062;Noise & Vibration Worldwide;Hybrid;3000;2018
1552-7395;Nonprofit and Voluntary Sector Quarterly;Hybrid;3000;2018
2057-1593;Nordic Journal of Nursing Research;Hybrid;3000;2018
1458-6126;Nordic Studies on Alcohol and Drugs;Hybrid;3000;2018
1458-6126;Nordic Studies on Alcohol and Drugs;Open Access;;2018
1541-3543;North American Archaeologist;Hybrid;3000;2018
1477-0989;Nursing Ethics;Hybrid;3000;2018
1552-7409;Nursing Science Quarterly;Hybrid;3000;2018
2047-945X;Nutrition And Health;Hybrid;3000;2018
1178-6388;Nutrition and Metabolic Insights;Open Access;;2018
1753-4968;Obstetric Medicine;Hybrid;3000;2018
1541-3764;OMEGA - Journal of Death and Dying;Hybrid;3000;2018
1179-0652;Open Journal of Cardiovascular Surgery;Open Access;;2018
1461-7323;Organization;Hybrid;525;2018
1552-7417;Organization & Environment;Hybrid;3000;2018
